FLIGHT_ID,P64: Duration of Takeoff (Seconds),HEAD_WIND,MSL_ALT,MACH_NUMBER_START_EVENT,DRAG,LIFT,FUEL_QUANTITY,FUELFLOW_START_EVENT,THRUST_START_EVENT,P64  Wind Speed at Start of Event (library) (knots),P64  Wind Direction (true) at Start of Event (library) (degrees),P64  Mean Longitudinal Acceleration over succeeding interval from Start of Event (g's),P64  Mean Vertical (body normal) Acceleration over succeeding interval from Start of Event (g's),P64  Longitudinal Acceleration at Start of Event (g's),P64  Vertical (body normal) Acceleration at Start of Event (library) (g's),P64  Mean Normal-Load Factor over succeeding interval from Start of Event (g's),P64  Drag (expected clean configuration) at Start of Event (lbs),P64  Lift Expected at Start of Event (lbs),P64  Gross Weight at Start of Event (library) (kg),P64  Corrected MSL Altitude at Start of Event (library) (feet),P64  Pressure Altitude (above MSL) at Start of Event (library) (feet),P64  GPS Altitude (above MSL) at Start of Event (library) (feet),P64  Density Altitude at Start of Event (ft),P64  Geometric Altitude (above MSL) at Start of Event (library) (feet),P64  Radio Altitude at Start of Event (ft),P64  Height AGL at Start of Event (feet),P64  Height AGL at Start of Event (library) (feet),P64  Height Above Takeoff (best estimate library) at Start of Event (feet),P64  Height AFE at Start of Event (library) (feet),P64  Flap Position at Start of Event (library) (deg+   TED),P64  Slat Position at Start of Event (library) (deg+   LED),P64  Slats Retracted (boolean) at Start of Event (library) (0   retracted),P64  Spoiler Position Average (all spoilers; +  TEU) at Start of Event (degrees),P64  Spoiler Position Average (left; +  TEU) at Start of Event (deg+ TEU),P64  Spoiler Position Average (right; +  TEU) at Start of Event (deg+ TEU),P64  Elevator Position at Start of Event (deg+ TEU),DISTANCE_FROM_RUNWAY_END,AIRPORT,AIRCRAFT_TYPE,RUNWAY,STAGE,PREDICTED_N1,ERROR,N1
1035122,46.75,-3.454913,44.25,0.254696,21498.05664,464287.375,43944.03906,19573.41797,377388.2188,3.5,291.445313,0.272639,0.092767,0.267561,0.052731,1.044204,21498.05664,464287.375,212843.7344,52.069611,203.0,44.25,2075.275391,61.428761,1.125,1.124218,1.124218,1.756054,1.756054,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.196315,8772.781031,LSZH,A330,12R,5,84.50994,0.5399736949475911,84.96875
1149510,45.25,-1.632917,687.375,0.227912,35767.04297,522694.25,61026.32813,17352.62695,445193.75,1.9375,57.480453,0.263672,0.072266,0.257813,0.064453,1.025608,35767.04297,522694.25,233196.1094,675.472534,443.0,687.375,-637.251648,660.83728,1.75,1.748378,1.748378,4.498546,4.498546,22.25,23.75,1.0,0.197754,0.205078,0.19043,13.447262,6969.386658,LSZH,A340,28,6,88.666534,0.5342930455137976,88.195313
1030184,33.375,8.680867,32.5,0.229152,18868.8125,363438.25,12918.31445,15599.94922,312303.0625,5.0,305.859375,0.297637,0.291974,0.285138,0.261702,1.190028,18868.8125,363438.25,150810.4375,41.465485,77.0,32.5,1699.00354,34.749413,4.0,11.129239,11.129239,2.012075,2.012075,14.25,20.75,1.0,0.254884,0.175782,0.158204,8.305699,7693.969393,OOMS,A330,30R,1,78.30456,1.1150019885803077,79.1875
1129523,39.25,-6.187863,155.625,0.223448,27427.60742,429838.3125,31021.11133,18804.12109,429308.2813,6.25,293.642517,0.283594,0.133789,0.279297,0.107422,1.118056,27427.60742,429838.3125,191599.9531,134.985489,127.0,155.625,822.379517,123.589523,3.375,3.370835,3.370835,7.662569,7.662569,22.25,23.75,1.0,0.146484,0.175781,0.117188,9.096678,6478.322333,LSZH,A340,12,4,86.209015,6.206937133680919,91.914063
1003317,46.75,-8.829752,1419.25,0.259904,26012.76758,482057.5313,52816.30859,20037.89648,458311.8438,9.0,323.4375,0.296075,0.155263,0.287091,0.105462,1.088906,26012.76758,482057.5313,214912.125,1404.085938,1386.0,1419.25,657.131714,1387.994995,1.875,1.873143,1.873143,5.182343,5.182343,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.899444,8174.436549,VABB,A330,16,6,86.24357,1.9126362427298746,84.625
1147818,44.875,-1.499894,44.875,0.238328,25083.93945,460836.75,48371.10156,18477.53906,416356.4063,1.5,211.289063,0.291778,0.098626,0.294903,0.03906,1.081528,25083.93945,460836.75,208071.9531,29.146116,-194.0,44.875,-515.658325,13.61113,0.625,0.627006,0.627006,5.356164,5.356164,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.558626,7312.150343,LSGG,A330,04L,5,81.62668,0.017082834928229665,81.640625
1147982,41.25,-17.093296,153.625,0.223987,24594.07031,394461.5313,27650.99219,18655.34375,396434.6875,17.09375,303.398346,0.284766,0.12207,0.291016,0.103516,1.06467,24594.07031,394461.5313,182961.0313,136.879013,52.0,153.625,1132.175903,125.207314,3.5,3.495819,3.495819,7.274292,7.274292,14.25,20.75,1.0,0.149414,0.158203,0.140625,7.558594,7208.006652,LSZH,A330,12,4,87.09672,0.4253315218604859,87.46875
1010763,39.375,-10.803887,1405.0,0.237847,29736.48633,449119.6563,56390.60547,20164.89844,483163.625,10.9375,326.074127,0.296484,0.126953,0.287109,0.072266,1.134983,29736.48633,449119.6563,199508.0781,1404.43103,939.0,1405.0,-329.03067,1391.386963,3.125,5.125517,5.125517,1.599903,1.599903,14.25,20.75,1.0,0.140625,0.158203,0.123047,7.866212,6022.280797,HKJK,A330,16,5,86.13574,1.9966666666666668,87.890625
1130383,50.375,-11.331076,1419.75,0.235104,35665.98047,539516.3125,72854.25781,19103.49414,469653.6563,11.4375,343.564362,0.283203,0.029297,0.285156,0.019531,1.050781,35665.98047,539516.3125,248561.125,1398.892578,1344.0,1419.75,877.704529,1387.201172,-0.125,0.0,0.0,0.201742,0.201742,22.25,23.75,1.0,0.183105,0.205078,0.161133,12.084958,8099.031967,KORD,A340,16,6,90.91302,1.9723178485402781,92.742188
1122771,35.875,-8.145751,1405.75,0.23064,9764.017578,145217.7813,8159.632813,7083.144043,146376.6719,8.155728,134.384735,0.307227,0.154297,0.304688,0.121094,1.220486,9764.017578,145217.7813,64156.10938,1419.37207,1304.0,1405.75,1454.342163,1405.421997,2.125,2.125,3.008226,2.244092,2.244092,14.911794,22.004751,1.0,0.0,0.0,0.0,8.437501,5236.93499,EGLL,A319/20/21,32,1,80.25092,7.658053181746674,86.90625
1028418,43.0,-0.696928,57.25,0.250976,25903.49023,504715.5,62795.34375,20778.16016,447459.7813,0.0,0.0,0.303887,0.106438,0.290997,0.080073,1.070244,25903.49023,504715.5,225399.1875,25.163435,-84.0,57.25,-140.864899,11.773443,0.0,0.0,0.0,0.0,0.0,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.119171,6970.662524,LSZH,A330,04L,5,84.29799,0.515004811681726,84.734375
1131744,41.875,-6.42669,1425.75,0.248248,27054.26758,496210.8125,54503.67188,22037.33203,488051.7813,6.5,343.476563,0.310136,0.053707,0.314433,-0.037107,1.070678,27054.26758,496210.8125,220609.25,1404.251587,1337.0,1425.75,596.309692,1389.900757,0.5,0.499503,0.499503,5.220939,5.220939,14.25,20.75,1.0,0.254884,0.175782,0.158204,5.317406,7068.86316,KJFK,A330,16,5,89.36843,1.7356739566657773,87.84375
1008414,40.0,-6.288839,1401.375,0.244777,29102.19922,436038.0938,58604.13672,21554.70508,511166.2813,6.40625,148.623016,0.278125,0.03125,0.277344,0.013672,1.035156,29102.19922,436038.0938,211047.4688,1416.164185,1167.0,1401.375,-608.289795,1401.925293,-0.75,0.124929,0.124929,-1.5e-05,-1.5e-05,14.25,20.75,1.0,0.166992,0.175781,0.158203,6.767579,5857.472643,KORD,A330,32,6,88.42205,1.3765906157415475,89.65625
1120403,34.75,-0.143817,160.5,0.210375,23103.76953,357869.9375,28231.58984,18720.66016,374730.4375,0.8125,41.484364,0.29375,0.09375,0.269531,0.064453,1.071615,23103.76953,357869.9375,182235.2813,135.804962,49.0,160.5,1915.230103,119.249825,-0.5,-0.5,0.00132,0.588481,0.588481,14.25,20.75,1.0,0.140625,0.123047,0.158203,9.404298,4294.38927,LSZH,A330,30,4,87.95052,0.3893971124264312,87.609375
1141284,40.25,-2.481555,1411.875,0.258912,27166.63281,538711.0625,56880.5,22879.19922,484265.75,3.0,102.65625,0.340994,0.170888,0.347634,0.121086,1.152704,27166.63281,538711.0625,221716.0156,1424.499268,1512.0,1411.875,1504.123779,1406.912231,4.0,3.994042,3.994042,10.110668,10.110668,14.25,20.75,1.0,0.237306,0.158204,0.158204,8.920937,7191.779275,KJFK,A330,32,5,89.27021,0.2915627045157068,89.53125
1122387,32.75,-9.256542,152.25,0.19899,22815.66406,329655.0,26272.07227,18085.63281,389831.4063,9.3125,296.89447,0.334375,0.108398,0.314453,0.064453,1.061198,22815.66406,329655.0,165760.8125,130.287277,132.0,152.25,1087.439087,116.199799,-0.125,0.0,0.0,6.217095,6.217095,14.25,20.75,1.0,0.158203,0.175781,0.140625,8.569337,4793.840912,LSZH,A330,12,4,86.64808,0.009429304340966463,86.65625
1138487,38.875,-6.540364,1404.0,0.241807,26804.0,422760.5625,56971.20313,22414.7168,489292.4375,6.6875,149.501923,0.276172,0.068359,0.269531,0.0625,1.02908,26804.0,422760.5625,213877.8906,1417.445557,1244.0,1404.0,1053.923462,1402.221924,0.0,0.0,0.0,0.805047,0.805047,14.25,20.75,1.0,0.140625,0.123047,0.158203,8.173829,6201.494325,CYUL,A330,32,5,92.19993,0.2684011921197961,91.953125
1149682,35.0,-8.905304,1408.375,0.2178,26268.69727,364357.125,27433.26758,18357.78906,449548.4688,8.90625,138.955048,0.290625,0.09668,0.287109,0.078125,1.081597,26268.69727,364357.125,180856.3594,1420.906372,1285.0,1408.375,132.823669,1402.117432,0.25,0.249858,0.249858,2e-05,2e-05,14.25,20.75,1.0,0.131836,0.140625,0.123047,9.536134,5097.560951,LLBG,A330,32,4,85.98964,0.04248162265951645,85.953125
1122561,49.875,-5.055917,50.75,0.231136,31682.07617,503092.375,63493.50391,18143.69141,391777.8125,6.125,233.085876,0.271484,0.09375,0.259766,0.121094,1.068576,31682.07617,503092.375,229840.125,22.131462,125.0,50.75,1673.686768,10.483978,1.25,1.249213,1.249213,0.888659,0.888659,22.25,23.75,1.0,0.095215,0.102539,0.087891,14.282223,7881.30476,LSZH,A340,08R,6,88.161644,3.5743794926505763,91.429688
1132691,30.375,-3.797735,36.25,0.22072,9409.857422,140739.8438,7082.114258,7968.537109,160409.4063,5.030928,295.136658,0.308398,0.064453,0.308594,0.035156,1.101997,9409.857422,140739.8438,65244.73047,25.352621,-15.0,36.25,3.686627,7.427175,-0.5,-0.5,0.0,4.98277,4.98277,14.911794,22.004751,1.0,0.065918,0.131836,0.0,6.635743,4275.166959,LSGG,A319/20/21,07R,1,80.59578,9.027691661155202,88.59375
1124392,30.375,-4.57885,1410.25,0.235104,9958.220703,151949.4688,4754.63623,7540.355469,157030.7344,4.593456,91.582008,0.333008,0.268555,0.329102,0.253906,1.306424,9958.220703,151949.4688,59366.17188,1425.59314,1619.0,1410.25,1278.437256,1409.810425,7.75,7.75,9.506229,3.173009,3.173009,14.911794,22.0012,1.0,0.021973,0.021973,0.021973,9.360353,4529.07152,EBBR,A319/20/21,28,1,82.08895,6.584408408717106,87.875
1125716,54.0,-8.291154,1424.875,0.245272,36422.88281,560730.0625,91866.03125,20613.04883,473417.875,8.40625,344.619049,0.257422,0.049805,0.261719,0.044922,1.015625,36422.88281,560730.0625,264288.9375,1401.930176,1147.0,1424.875,1349.049683,1386.684692,-0.875,8.7e-05,8.7e-05,-4.5e-05,-4.5e-05,22.25,23.75,1.0,0.256348,0.366211,0.146484,11.381833,8708.926884,KLAX,A340,16,7,95.28155,0.48112588947025103,95.742188
1142201,52.5,-10.545874,1428.625,0.233616,36089.16406,536214.8125,77462.07031,18914.79883,450281.5938,10.59375,329.501862,0.260156,0.003906,0.255859,-0.033203,1.042535,36089.16406,536214.8125,248996.4844,1401.307373,937.0,1428.625,1060.530762,1389.406738,0.125,2.753242,2.753242,2.667285,2.667285,22.25,23.75,1.0,0.168457,0.19043,0.146484,8.876951,8322.520244,KORD,A340,16,6,91.60981,1.0208862942865926,92.554688
1050474,52.0,1.899934,1409.375,0.240808,32565.11719,535823.4375,65525.29297,17951.36914,430056.1875,2.46875,295.40033,0.257031,0.070313,0.265625,0.097656,1.044705,32565.11719,535823.4375,238692.6875,1400.618652,1279.0,1409.375,1452.971191,1388.68811,-0.625,0.0,0.0,1.2e-05,1.2e-05,22.25,23.75,1.0,0.32959,0.498047,0.161133,13.93066,7574.701993,KJFK,A340,34,5,89.00254,1.7818334989837605,90.617188
1029776,49.875,-10.514081,1432.125,0.228904,30306.60352,459012.6563,58849.40625,17844.32031,417837.2188,10.59375,342.509674,0.235156,0.038086,0.220703,0.054688,0.990451,30306.60352,459012.6563,227880.9531,1400.702271,1385.0,1432.125,1934.596802,1387.716431,-0.625,0.0,0.0,0.146049,0.146049,22.25,23.75,1.0,0.205078,0.205078,0.205078,12.524411,7470.508466,KBOS,A340,16,5,90.03056,1.107765844984379,91.039063
1149905,40.125,5.999107,48.375,0.248992,25435.50391,475363.5938,45395.53516,18484.79688,426775.0938,6.0,299.882813,0.276935,0.105462,0.281232,0.083979,1.06547,25435.50391,475363.5938,208797.7031,31.54567,-136.0,48.375,-927.651794,17.933216,7.125,7.116981,7.116981,6.582393,6.582393,14.25,20.75,1.0,0.254884,0.175782,0.158204,8.129917,6898.552995,LSZH,A330,31L,5,81.03466,0.18825516322652042,81.1875
1014598,54.25,-11.052289,1427.5,0.237832,34785.10156,534832.375,72455.15625,18319.68555,450997.0313,11.5,318.779205,0.239453,0.068359,0.236328,0.064453,1.070747,34785.10156,534832.375,246855.9063,1402.703003,1120.0,1427.5,630.318298,1388.259155,1.625,1.623499,1.623499,4.461244,4.461244,22.25,23.75,1.0,0.13916,0.117188,0.161133,12.304685,8653.426628,KJFK,A340,16,5,89.93805,1.2009070331273601,91.03125
1150801,40.125,-9.998938,46.0,0.23436,27560.23438,539346.125,57606.24609,23760.98242,466004.0938,10.0,90.0,0.347634,0.135734,0.345681,0.11718,1.069376,27560.23438,539346.125,225707.625,36.515732,186.0,46.0,1296.414307,24.335371,5.375,5.372026,5.372026,7.154901,7.154901,14.25,20.75,1.0,0.254884,0.158204,0.19336,8.569372,7018.658586,LSZH,A330,27,6,92.485565,2.4416090667185877,90.28125
1022656,50.0,0.0,41.25,0.252464,22705.08594,452832.4375,42855.41797,18880.32813,390619.4063,0.0,0.0,0.27342,0.139639,0.267561,0.095697,1.070244,22705.08594,452832.4375,212154.2813,56.55302,12.0,41.25,1140.11084,59.688374,0.5,0.499717,0.499717,0.0,0.0,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.943389,9290.167426,LSZH,A330,12R,5,83.53301,0.24047783226814703,83.734375
1117375,44.875,-2.908973,1416.25,0.248,22291.8418,437608.7813,38156.19922,17573.98242,378394.1875,3.0,320.976563,0.271076,0.11425,0.259749,0.064449,1.081094,22291.8418,437608.7813,190962.4375,1401.70813,1114.0,1416.25,1717.361694,1394.010254,0.875,4.749958,4.749958,1.244042,1.244042,14.25,20.75,1.0,0.254884,0.175782,0.158204,8.129917,7535.869069,OMDB,A330,16,5,83.29261,1.3831694709252567,82.15625
1046690,42.25,1.450397,56.625,0.232897,27512.36328,450493.75,48298.51953,19395.60547,434709.25,2.96875,127.880829,0.268359,0.112305,0.261719,0.125,1.088542,27512.36328,450493.75,204152.8594,31.06003,-219.0,56.625,76.25705,15.44418,3.375,3.371411,3.371411,5.947894,5.947894,14.25,20.75,1.0,0.158203,0.175781,0.140625,8.745118,7310.862139,LSZH,A330,22R,5,86.70668,0.7648866405132332,87.375
1023905,40.75,-2.759882,685.25,0.235125,27605.01758,453687.5,52943.30469,20128.61133,430199.5,4.40625,99.931618,0.273438,0.078125,0.269531,0.052734,1.075087,27605.01758,453687.5,208579.9219,667.409363,398.0,685.25,1010.807373,652.891052,0.5,0.499544,0.499544,4.328297,4.328297,14.25,20.75,1.0,0.158203,0.158203,0.158203,8.613282,6363.577242,LSZH,A330,32R,6,87.57731,1.4601309088212027,88.875
1121876,33.5,-2.986091,1388.0,0.218984,9380.119141,132913.7344,4916.207031,6593.275391,137212.3906,3.781008,7.470701,0.309766,0.123047,0.31543,0.095703,1.175347,9380.119141,132913.7344,59003.30078,1394.893188,1294.0,1388.0,1353.411011,1382.328125,2.375,2.375,2.373214,2.477165,2.477165,14.919977,22.0012,1.0,0.0,0.0,0.0,7.998048,4591.018512,LSZH,A319/20/21,23,1,78.21603,6.9549129443540885,84.0625
1031409,54.25,-17.88097,1431.125,0.229152,32210.45117,511599.5938,62804.14453,17376.21289,413410.5313,18.0625,327.040924,0.26875,0.029297,0.279297,0.025391,1.034288,32210.45117,511599.5938,228751.6875,1401.003906,1084.0,1431.125,1709.456421,1394.189453,3.125,8.253959,8.253959,1.03325,1.03325,22.25,23.75,1.0,0.175781,0.205078,0.146484,12.128903,8699.021543,KBOS,A340,16,5,88.539406,1.59725725158683,89.976563
1111904,33.625,-10.030576,1407.75,0.205672,24113.83789,351739.4063,27868.7168,17998.54297,420782.5313,10.28125,128.847626,0.299609,0.049805,0.294922,0.025391,1.036892,24113.83789,351739.4063,174252.0625,1420.026123,913.0,1407.75,734.155823,1404.484497,0.875,1.38122,1.38122,3.797738,3.797738,14.25,20.75,1.0,0.158203,0.175781,0.140625,9.360353,4609.569212,LLBG,A330,32,4,85.78165,0.16320438943444263,85.921875
1132862,24.875,-7.660172,1430.25,0.210304,9554.165039,125810.875,5164.742676,7402.466309,156575.9063,8.936928,64.775375,0.364844,0.120117,0.370117,0.095703,1.104601,9554.165039,125810.875,55011.6875,1424.776855,1345.0,1430.25,697.441711,1405.51062,0.25,0.25,0.249819,2.106113,2.106113,14.919977,22.004751,1.0,0.0,0.0,0.0,8.393556,3529.310968,EBBR,A319/20/21,28,1,82.65036,4.965450110043119,86.96875
1125108,28.625,-5.308785,1394.75,0.20956,9137.094727,127977.4063,5714.361328,6498.929688,141179.9844,5.343408,52.031239,0.326562,0.188477,0.325195,0.171875,1.130208,9137.094727,127977.4063,54721.38672,1402.36145,1350.0,1394.75,1125.281982,1385.714478,7.625,7.625,7.610761,13.691911,13.691911,14.911793,22.004751,1.0,0.0,0.0,0.0,7.514649,4461.701041,LEBL,A319/20/21,23,1,79.71291,4.855903303921112,83.78125
1125119,33.0,-13.920574,1415.75,0.230392,10592.15918,167198.0625,7025.879883,8306.001953,163853.9063,12.311712,94.921852,0.361719,0.238281,0.342773,0.21875,1.207031,10592.15918,167198.0625,65680.17969,1431.435425,1210.0,1415.75,1573.39624,1411.510742,14.625,14.625,15.265613,16.039572,16.039572,14.911793,22.004751,1.0,0.0,0.0,0.0,8.789063,5398.356676,EHAM,A319/20/21,28,1,84.84725,6.7932694628604535,91.03125
1119948,39.25,-0.372017,59.25,0.255192,24776.33594,539628.625,60364.08984,23078.7793,436625.1875,0.5,90.0,0.322245,0.166981,0.326151,0.138663,1.114946,24776.33594,539628.625,223657.3906,23.620495,109.0,59.25,1682.147217,14.809194,6.375,6.370299,6.370299,2.294639,2.294639,14.25,20.75,1.0,0.254884,0.175782,0.158204,8.481482,7500.79247,LSZH,A330,08R,6,88.97863,0.5651768077745766,89.484375
1019736,29.875,-3.955176,1404.75,0.230392,10775.79492,156314.6719,8634.90918,8494.693359,177160.1875,4.06224,109.072235,0.380469,0.143555,0.364258,0.097656,1.210503,10775.79492,156314.6719,69091.19531,1422.661743,1250.0,1404.75,366.134705,1404.093018,-1.625,-1.625,0.00348,1.638883,1.638883,14.919977,22.0012,1.0,0.142822,0.0,0.285645,9.580079,4041.56119,LEMD,A319/20/21,28,2,85.84145,5.668732360169128,91.0
1132352,37.125,-1.143514,25.5,0.239816,9511.304688,146974.75,6862.620117,7155.717285,144029.9531,7.936992,343.652252,0.25293,0.145508,0.254883,0.130859,1.149306,9511.304688,146974.75,64518.98047,23.799358,61.0,25.5,186.196732,9.992366,1.5,1.5,1.499296,1.942277,1.942277,14.919977,22.0012,1.0,0.010986,0.0,0.021973,6.767579,5330.28534,LSGG,A319/20/21,25L,1,79.82845,7.108709161931818,85.9375
1004980,33.5,5.542188,18.625,0.221216,19105.31836,328744.6875,11793.4043,15251.58984,336625.4688,4.5,293.90625,0.293341,0.106438,0.290997,0.083979,1.084566,19105.31836,328744.6875,153586.4219,43.517754,-80.0,18.625,509.948639,30.145647,3.375,3.374006,3.374006,1.145079,1.145079,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.811552,4978.557201,OOMS,A330,30R,1,78.456215,0.9894962571651247,77.6875
1023013,61.125,2.757555,5551.5,0.27404,30890.45117,550696.375,81779.63281,18504.75195,412830.2813,3.625,55.810532,0.216016,0.094727,0.222656,0.091797,1.042535,30890.45117,550696.375,252134.7969,5535.097168,5126.0,5551.5,6858.209473,5520.780762,2.25,6.777601,6.777601,2.2683,2.2683,22.25,23.75,1.0,0.168457,0.205078,0.131836,12.700191,11021.79949,LSZH,A340,03L,7,98.126785,0.78822432695394,97.359375
1119316,54.625,-16.627157,1425.625,0.247008,35420.70703,533508.1875,79929.25,20139.49805,475695.375,16.75,327.656158,0.242188,0.00293,0.226563,-0.005859,0.956163,35420.70703,533508.1875,261132.4844,1399.566772,1436.0,1425.625,1291.312744,1388.216309,0.375,0.375386,0.375386,0.200567,0.200567,22.25,23.75,1.0,0.527344,0.439453,0.615234,10.590817,9268.873552,KMIA,A340,16,6,93.87988,0.9999588070522326,94.828125
1106929,53.25,-8.559588,1429.625,0.251224,32890.08984,593961.25,90741.28906,21255.33594,471790.9375,8.5625,333.984283,0.244531,0.141602,0.246094,0.150391,1.023003,32890.08984,593961.25,261985.0938,1403.565796,1232.0,1429.625,1949.2323,1391.522339,4.125,4.121883,4.121883,5.316899,5.316899,22.25,23.75,1.0,0.270996,0.19043,0.351563,12.568357,9114.439987,KLAX,A340,16,7,95.266525,1.5253559609849956,96.742188
1123243,38.5,-8.274148,1413.375,0.225472,25120.06055,375593.3438,25909.19727,17642.92578,405114.125,8.28125,157.324173,0.288281,0.105469,0.269531,0.076172,1.053385,25120.06055,375593.3438,183106.1719,1401.897461,1494.0,1413.375,1629.775024,1388.838135,1.5,1.499067,1.499067,0.788152,0.788152,14.25,20.75,1.0,0.175781,0.175781,0.175781,9.140626,5856.404338,LLBG,A330,34,4,86.59924,0.04244697653429603,86.5625
1113231,43.75,1.290128,48.75,0.247256,25824.33203,495004.8438,48171.52344,19192.40039,409668.4375,1.5,0.0,0.305449,0.167958,0.285138,0.152334,1.140986,25824.33203,495004.8438,213369.9063,30.970959,-222.0,48.75,131.15683,13.169539,1.375,1.373371,1.373371,7.177802,7.177802,14.25,20.75,1.0,0.457033,0.175782,0.562502,8.525427,7468.340625,LSZH,A330,04L,5,82.80206,0.05032004432289702,82.84375
1121722,45.125,-1.413475,1428.5,0.260896,26262.6582,540428.75,69381.50781,22001.04492,468200.1875,1.5,64.6875,0.302324,0.101556,0.310527,0.124992,1.112342,26262.6582,540428.75,230588.2813,1403.343384,1243.0,1428.5,1320.0271,1396.576172,5.25,5.245873,5.245873,2.886855,2.886855,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.954135,7933.810146,KJFK,A330,23,5,87.60564,0.9056072430629197,88.40625
1025739,41.375,3.004807,62.75,0.242544,24438.63281,479708.5938,50475.77344,19442.7832,415684.3125,3.5,0.0,0.287872,0.099603,0.275373,0.113274,1.08934,24438.63281,479708.5938,205078.2344,29.91362,-229.0,62.75,239.362961,14.708117,3.0,2.99661,2.99661,6.626545,6.626545,14.25,20.75,1.0,0.254884,0.175782,0.158204,10.546919,6502.052569,LSGG,A330,04L,5,83.1246,0.16936368221054607,83.265625
1129969,40.25,0.860653,58.875,0.244776,23643.58008,468028.0938,48534.39844,18648.08984,399383.3438,2.0,0.0,0.278498,0.157217,0.289044,0.152334,1.07632,23643.58008,468028.0938,204025.9063,27.36137,64.0,58.875,395.690735,17.636114,5.5,5.496192,5.496192,1.726131,1.726131,14.25,20.75,1.0,0.254884,0.175782,0.158204,8.613317,6814.562742,LSGG,A330,04L,5,82.5859,0.02841765474276527,82.609375
1145790,35.125,-6.061436,1429.875,0.221512,25521.30859,375374.125,24820.57617,17795.33203,415364.125,6.125,128.759735,0.310937,0.120117,0.304688,0.105469,1.104601,25521.30859,375374.125,173598.875,1419.630127,1473.0,1429.875,1307.244019,1406.683594,4.125,4.122171,4.122171,1.641158,1.641158,14.25,20.75,1.0,0.166992,0.193359,0.140625,8.305665,4971.799212,LLBG,A330,32,4,85.72151,0.5226335845421578,86.171875
1118394,41.75,0.711162,1425.875,0.25172,25589.82422,500779.9688,58658.58203,23017.0918,478775.0938,1.0,270.0,0.314042,0.074214,0.308574,0.068355,1.035958,25589.82422,500779.9688,226977.6875,1400.682129,1547.0,1425.875,1842.184204,1389.064331,1.25,1.248763,1.248763,5.172379,5.172379,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.954135,6955.272644,KJFK,A330,23,5,90.248955,0.03577179874091381,90.28125
1130334,36.25,-0.906919,45.5,0.212784,18918.12109,361660.3438,11376.09961,15814.04395,320709.75,1.0,326.25,0.302715,0.113274,0.302715,0.109368,1.102794,18918.12109,361660.3438,155273.7813,51.375938,91.0,45.5,1744.028076,55.573795,4.5,4.493383,4.493383,9.931353,9.931353,14.25,20.75,1.0,0.228517,0.158204,0.140626,7.866244,6233.659863,OOMS,A330,12R,1,79.58977,0.07357794081532416,79.53125
1038720,32.25,-14.418232,1415.75,0.20493,25681.79102,348820.2813,23042.49414,17911.45313,413133.8438,14.625,129.638641,0.337891,0.170898,0.330078,0.119141,1.146701,25681.79102,348820.2813,162277.2188,1424.05188,1489.0,1415.75,1446.043579,1405.258423,3.25,3.245848,3.245848,8.084964,8.084964,14.25,20.75,1.0,0.149414,0.140625,0.158203,9.931642,4412.440633,LLBG,A330,32,4,86.360725,0.2555128928215128,86.140625
1129244,33.75,6.624875,25.0,0.220224,18268.92383,349271.25,12501.00879,15904.7627,311193.9688,2.5,300.9375,0.302715,0.129874,0.300762,0.087885,1.105398,18268.92383,349271.25,151899.0469,44.445026,73.0,25.0,2055.03125,30.611349,2.125,2.123564,2.123564,1.508804,1.508804,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.943389,4590.092075,OOMS,A330,30R,1,80.47091,0.8446873623213237,79.796875
1130327,30.875,-2.113208,9.0,0.221712,10026.41309,142662.1719,6140.657715,7525.84082,157484.4844,3.531024,4.482421,0.328125,0.139648,0.328125,0.111328,1.18533,10026.41309,142662.1719,64373.83203,4.338531,-127.0,9.0,-643.338257,-9.795103,0.75,0.75,0.749783,2.048722,2.048722,14.911794,22.0012,1.0,0.0,0.0,0.0,8.964845,4463.768674,LSZH,A319/20/21,24,1,79.62488,8.047777201371346,86.59375
1027157,40.75,-7.056378,1407.875,0.237352,27028.47266,406619.6563,30045.96094,18829.52344,447256.9375,7.25,123.83786,0.275391,0.129883,0.259766,0.130859,1.108507,27028.47266,406619.6563,190799.1094,1419.082397,1240.0,1407.875,445.3974,1403.071411,1.0,0.999336,0.999336,1.354864,1.354864,14.25,20.75,1.0,0.158203,0.158203,0.158203,9.536134,5900.094998,LLBG,A330,32,4,87.29353,0.8263153368074354,86.578125
1007879,48.875,-1.28124,49.375,0.258912,22333.50586,473006.75,47609.06641,19007.33398,407740.7813,1.5,270.0,0.232016,0.106438,0.230454,0.083979,1.033354,22333.50586,473006.75,214113.7969,55.040005,-84.0,49.375,563.004089,61.046974,2.125,2.12288,2.12288,5.259002,5.259002,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.284206,8983.152321,LSZH,A330,12R,5,83.58982,0.03269512259255796,83.5625
